conversation_id,turn_number,total_issues
7ccff66a513767d17511c596bc9ffa36,2,1
7ccff66a513767d17511c596bc9ffa36,3,1
7ccff66a513767d17511c596bc9ffa36,4,1
7ccff66a513767d17511c596bc9ffa36,5,1
7ccff66a513767d17511c596bc9ffa36,6,1
7cd433315822e12a8e1932e4746aa84e,1,1
7cdb02eceeccd67b82a2e915b39a39b4,1,1
7cdb02eceeccd67b82a2e915b39a39b4,2,5
7cdff209426792a1fa6a151cc95b8629,1,4
7ce67f3058f526a6f3055c973e9be0f3,1,1
7ce67f3058f526a6f3055c973e9be0f3,2,1
7ce67f3058f526a6f3055c973e9be0f3,3,1
7ce67f3058f526a6f3055c973e9be0f3,4,1
7cf370c8c9c20b31ccf236c802c52e54,1,9
7cf370c8c9c20b31ccf236c802c52e54,2,9
7d4227deb9ce843ac1ed3f76161fe9eb,1,1
7d4227deb9ce843ac1ed3f76161fe9eb,2,1
7d4227deb9ce843ac1ed3f76161fe9eb,3,1
7d4227deb9ce843ac1ed3f76161fe9eb,4,1
7d4227deb9ce843ac1ed3f76161fe9eb,5,1
7d4227deb9ce843ac1ed3f76161fe9eb,6,1
7d47a4e08d81c96d817801c2411892ea,1,10
7d47a4e08d81c96d817801c2411892ea,2,11
7d54fa2fe5384a31a90ac7e228528b4a,1,3
7d54fa2fe5384a31a90ac7e228528b4a,2,3
7d54fa2fe5384a31a90ac7e228528b4a,3,3
7d54fa2fe5384a31a90ac7e228528b4a,4,3
7d54fa2fe5384a31a90ac7e228528b4a,5,3
7d54fa2fe5384a31a90ac7e228528b4a,6,1
7d64768395d0037b72982e54afe8a463,1,1
7d64768395d0037b72982e54afe8a463,2,1
7d64768395d0037b72982e54afe8a463,3,1
7d64768395d0037b72982e54afe8a463,4,1
7d64768395d0037b72982e54afe8a463,5,1
7da4acc7d122e87bc36b01ad76c4e92b,1,3
7da4acc7d122e87bc36b01ad76c4e92b,2,3
7dbfbdd240d6967d1c4ffbdfdc5e802c,1,9
7dbfbdd240d6967d1c4ffbdfdc5e802c,2,11
7dc34ba08ed56d371467e9a0ee35b1d2,1,4
7dc34ba08ed56d371467e9a0ee35b1d2,2,2
7e1ae62a7e12b1da2a0bbc77d4d63d86,1,1
7e1ae62a7e12b1da2a0bbc77d4d63d86,2,1
7e64ebaaddfefd7449ee3e5cc56e5ebf,1,1
7e64ebaaddfefd7449ee3e5cc56e5ebf,2,3
7e64ebaaddfefd7449ee3e5cc56e5ebf,3,3
7e64ebaaddfefd7449ee3e5cc56e5ebf,4,1
7e64ebaaddfefd7449ee3e5cc56e5ebf,5,1
7e64ebaaddfefd7449ee3e5cc56e5ebf,6,1
7e6912a3f144172329de01ba55e72df3,1,3
7e6912a3f144172329de01ba55e72df3,2,3
7e804df579c73166e2a13e6b04d1082b,1,4
7e804df579c73166e2a13e6b04d1082b,2,3
7f025be2e8b09a98ab5943ce1f3e56fb,1,2
7f025be2e8b09a98ab5943ce1f3e56fb,2,2
7f2ddb8a4a4015e3ff8a57f9e2bf231c,1,1
7f2ddb8a4a4015e3ff8a57f9e2bf231c,2,1
7f88c4c6b16c7bbaf94a9205d2287222,1,1
7f88c4c6b16c7bbaf94a9205d2287222,2,1
7fa4da1d8965f3c9f9d794b153f2509a,1,3
7fa4da1d8965f3c9f9d794b153f2509a,2,3
7fbe4f6ce5d290751ed90cdffeeab860,1,3
7fbe4f6ce5d290751ed90cdffeeab860,2,3
7fbe4f6ce5d290751ed90cdffeeab860,3,3
7fbe4f6ce5d290751ed90cdffeeab860,4,3
7fbe4f6ce5d290751ed90cdffeeab860,5,1
7fc94ab4edff615c52e285d48dfafd4a,1,9
7fc94ab4edff615c52e285d48dfafd4a,2,10
7fc94ab4edff615c52e285d48dfafd4a,3,10
7fc94ab4edff615c52e285d48dfafd4a,4,9
7fc94ab4edff615c52e285d48dfafd4a,5,9
7fc94ab4edff615c52e285d48dfafd4a,6,1
80120796d3a56835247ffc21fdeec6d5,1,5
80120796d3a56835247ffc21fdeec6d5,2,3
80141954384fb77ab73c13e891446882,1,2
80141954384fb77ab73c13e891446882,2,5
806239464545e055309eccf1a175242a,1,1
806239464545e055309eccf1a175242a,2,1
807247abb13953b5f28fe2e501a1895f,1,1
807247abb13953b5f28fe2e501a1895f,2,3
814b10b0f0f8fe290cc05cdf89b75f5b,1,2
814b10b0f0f8fe290cc05cdf89b75f5b,2,2
8174757a00271ae06978147d2e9f28ce,1,3
8174757a00271ae06978147d2e9f28ce,2,1
8174757a00271ae06978147d2e9f28ce,3,1
8174757a00271ae06978147d2e9f28ce,4,1
8174757a00271ae06978147d2e9f28ce,5,1
8174757a00271ae06978147d2e9f28ce,6,1
817894199881772e4a710c2483114995,1,2
817894199881772e4a710c2483114995,2,5
817894199881772e4a710c2483114995,3,4
81b5d86d97c3e71a02be2953764549d0,1,2
81b5d86d97c3e71a02be2953764549d0,2,3
81b5d86d97c3e71a02be2953764549d0,3,4
81b5d86d97c3e71a02be2953764549d0,4,4
81b5d86d97c3e71a02be2953764549d0,5,5
81f423808f33900132046d9c4d54a2f1,1,4
81f423808f33900132046d9c4d54a2f1,2,1
81f423808f33900132046d9c4d54a2f1,3,1
81f423808f33900132046d9c4d54a2f1,4,1
824e25930c6768b56787f03d3a34c6c0,1,1
824e25930c6768b56787f03d3a34c6c0,2,1
824e25930c6768b56787f03d3a34c6c0,3,12
824e25930c6768b56787f03d3a34c6c0,4,9
824e25930c6768b56787f03d3a34c6c0,5,6
824e25930c6768b56787f03d3a34c6c0,6,7
826cc9ad1ba3f1b710a3c6b857763aa9,1,10
826cc9ad1ba3f1b710a3c6b857763aa9,2,9
826cc9ad1ba3f1b710a3c6b857763aa9,3,1
82797754537e01440d5ffc831ed14667,1,1
82797754537e01440d5ffc831ed14667,2,1
82797754537e01440d5ffc831ed14667,3,1
827be2af84a242c9b118ab0b70fd6457,1,2
827be2af84a242c9b118ab0b70fd6457,2,2
82b30db576e5a985caea1f50aac0e8bd,1,3
82d5147d4c3a5016b2f2103d29b6a214,1,1
82d5147d4c3a5016b2f2103d29b6a214,2,2
82d5147d4c3a5016b2f2103d29b6a214,3,10
82ebbf9ac94d47b22f671b653359fafb,1,3
82ebbf9ac94d47b22f671b653359fafb,2,1
82ef13f4359306c4589971c17d16a55b,1,2
82ef13f4359306c4589971c17d16a55b,2,2
82ef13f4359306c4589971c17d16a55b,3,2
830661814863dede6c12c479889320fa,1,2
830661814863dede6c12c479889320fa,2,1
831a609b81d58403318c56a48ce70eb9,1,1
831a609b81d58403318c56a48ce70eb9,2,1
831a609b81d58403318c56a48ce70eb9,3,1
832c3c52f6a5836434e0228fdcb8e3e6,1,1
832c3c52f6a5836434e0228fdcb8e3e6,2,1
832c3c52f6a5836434e0228fdcb8e3e6,3,1
837ecbca748ebfd129d2f44aee815e27,1,2
83bda5b39aca81e3bfb50ebb291a792f,1,1
83bda5b39aca81e3bfb50ebb291a792f,2,2
83bda5b39aca81e3bfb50ebb291a792f,3,2
83bee1856d41984c29df95d1f0f64f1a,1,1
83bee1856d41984c29df95d1f0f64f1a,2,1
83f8ff7659bf75beb5973775e446f408,1,1
83f8ff7659bf75beb5973775e446f408,2,2
84216b06294f2c262626603fc0509c7d,1,3
84216b06294f2c262626603fc0509c7d,2,3
84216b06294f2c262626603fc0509c7d,3,3
84216b06294f2c262626603fc0509c7d,4,3
84216b06294f2c262626603fc0509c7d,5,3
84216b06294f2c262626603fc0509c7d,6,3
84596e15c280497022179657c79d339c,1,1
84596e15c280497022179657c79d339c,2,1
849d488217a7083630e0bcf15403c993,1,3
849d488217a7083630e0bcf15403c993,2,3
849d488217a7083630e0bcf15403c993,3,4
849d488217a7083630e0bcf15403c993,4,3
849ea68ada236b24f5e48064af46f7d7,1,2
849ea68ada236b24f5e48064af46f7d7,2,2
85021d1cd39f69f78d131bbd62884479,1,1
85021d1cd39f69f78d131bbd62884479,2,1
85021d1cd39f69f78d131bbd62884479,3,1
85021d1cd39f69f78d131bbd62884479,4,1
85021d1cd39f69f78d131bbd62884479,5,1
8539abe8eed45b41acea35aa1666bcb5,1,1
8539abe8eed45b41acea35aa1666bcb5,2,1
8539abe8eed45b41acea35aa1666bcb5,3,1
853a797b8579bc93b19afe57afb80e1b,1,3
853a797b8579bc93b19afe57afb80e1b,2,3
853a797b8579bc93b19afe57afb80e1b,3,3
853a797b8579bc93b19afe57afb80e1b,4,3
855326cfdb4b517efb994bb9fd4a01b3,1,2
855326cfdb4b517efb994bb9fd4a01b3,2,2
855326cfdb4b517efb994bb9fd4a01b3,3,1
855326cfdb4b517efb994bb9fd4a01b3,4,1
855326cfdb4b517efb994bb9fd4a01b3,5,1
855326cfdb4b517efb994bb9fd4a01b3,6,1
855ba9c539f2ceb0ba13668a9d7ce7a0,1,1
855ba9c539f2ceb0ba13668a9d7ce7a0,2,2
856b04d3bdba219e53a659759c01a994,1,3
856b04d3bdba219e53a659759c01a994,2,3
856b04d3bdba219e53a659759c01a994,3,5
856b04d3bdba219e53a659759c01a994,4,4
856b04d3bdba219e53a659759c01a994,5,5
856b04d3bdba219e53a659759c01a994,6,1
85e5bd8e17a10e1490e3c5d2fff18a26,1,2
85e5bd8e17a10e1490e3c5d2fff18a26,2,2
85e5bd8e17a10e1490e3c5d2fff18a26,3,2
85e5bd8e17a10e1490e3c5d2fff18a26,4,14
860fab19960a1e45855d638d3d529128,1,1
860fab19960a1e45855d638d3d529128,2,1
860fab19960a1e45855d638d3d529128,3,1
860fab19960a1e45855d638d3d529128,4,1
860fab19960a1e45855d638d3d529128,5,1
860fab19960a1e45855d638d3d529128,6,1
861d11bc6bf1997d07407a30c1930a6d,1,1
861d11bc6bf1997d07407a30c1930a6d,2,1
8661658c2acdc0f0d25b6074e39e3e96,1,3
86a48ccd746c62db36ef0ae43a459849,1,1
86a48ccd746c62db36ef0ae43a459849,2,1
86a48ccd746c62db36ef0ae43a459849,3,1
86a48ccd746c62db36ef0ae43a459849,4,4
86ac3f3e6a3dc33fcdd0ed4d03991743,1,5
86ac3f3e6a3dc33fcdd0ed4d03991743,2,2
86ac3f3e6a3dc33fcdd0ed4d03991743,3,1
8715b32c2b869af5540cd38ef69f939a,1,1
8715b32c2b869af5540cd38ef69f939a,2,1
8715b32c2b869af5540cd38ef69f939a,3,2
8715b32c2b869af5540cd38ef69f939a,4,2
8715b32c2b869af5540cd38ef69f939a,5,2
8715b32c2b869af5540cd38ef69f939a,6,2
8732b8a3e655a730324fa5ce263eacdb,1,2
87c35ded0104cd591ad66efa18c5f320,1,6
87c35ded0104cd591ad66efa18c5f320,2,2
87c35ded0104cd591ad66efa18c5f320,3,10
87c35ded0104cd591ad66efa18c5f320,4,5
87c35ded0104cd591ad66efa18c5f320,5,5
87de050e48d5f45c64d320124d57c283,1,1
87de050e48d5f45c64d320124d57c283,2,1
88098cb910ef27258a8ce06240b1b3cc,1,4
886be34d1699110d236da09ef2f554a1,1,1
886be34d1699110d236da09ef2f554a1,2,1
886be34d1699110d236da09ef2f554a1,3,4
889f01f295f983e0027f1a21814bd9dc,1,6
889f01f295f983e0027f1a21814bd9dc,2,6
88aa7eb08d02808c5108b9efd36d968b,1,2
88aa7eb08d02808c5108b9efd36d968b,2,2
88aa7eb08d02808c5108b9efd36d968b,3,2
88e8e79ecf8f9a18b9ec3c7c6536206f,1,1
88e8e79ecf8f9a18b9ec3c7c6536206f,2,1
88e8e79ecf8f9a18b9ec3c7c6536206f,3,1
88f80b3ed4008d0d19bf00652a524f74,1,3
88f80b3ed4008d0d19bf00652a524f74,2,1
88f80b3ed4008d0d19bf00652a524f74,3,1
89ae56e8d000c6fa6d3d5ddd01e80c17,1,1
89ae56e8d000c6fa6d3d5ddd01e80c17,2,1
89ae56e8d000c6fa6d3d5ddd01e80c17,3,1
89d11afd4d29536d22556117658f6cfb,1,1
89d11afd4d29536d22556117658f6cfb,2,1
89d11afd4d29536d22556117658f6cfb,3,1
8a3bddd89f9004484d264c6164ee4443,1,1
8a3bddd89f9004484d264c6164ee4443,2,5
8a3bddd89f9004484d264c6164ee4443,3,5
8a4c14d713d7ceecf0264fb12eaaad8c,1,1
8a4c14d713d7ceecf0264fb12eaaad8c,2,1
8a4f430b6c8011367d63f833081aed59,1,1
8a4f430b6c8011367d63f833081aed59,2,1
8a56c5397950152641329196020fc217,1,8
8a56c5397950152641329196020fc217,2,2
8a56c5397950152641329196020fc217,3,2
8a56c5397950152641329196020fc217,4,8
8a56c5397950152641329196020fc217,5,8
8a56c5397950152641329196020fc217,6,1
8a5f491f5441db25d473debccc58197b,1,1
8a5f491f5441db25d473debccc58197b,2,18
8acbb33778797be184b989d195bdf3df,1,1
8acbb33778797be184b989d195bdf3df,2,1
8acbb33778797be184b989d195bdf3df,3,1
8acbb33778797be184b989d195bdf3df,4,5
8acbb33778797be184b989d195bdf3df,5,6
8b045b9234c79d27a41f6e68cd49f233,1,1
8b045b9234c79d27a41f6e68cd49f233,2,1
8b0d8cbbb63b61a13da5a56589221416,1,3
8b0d8cbbb63b61a13da5a56589221416,2,4
8bbc7d8de8b56273452ba81ce4d4f55e,1,2
8bbc7d8de8b56273452ba81ce4d4f55e,2,2
8bbc7d8de8b56273452ba81ce4d4f55e,3,2
8bbc7d8de8b56273452ba81ce4d4f55e,4,2
8bbc7d8de8b56273452ba81ce4d4f55e,5,1
8bbe2420e2a1fc7d3343427a7e2287e8,1,6
8bbe2420e2a1fc7d3343427a7e2287e8,2,6
8bbe2420e2a1fc7d3343427a7e2287e8,3,6
8bbe2420e2a1fc7d3343427a7e2287e8,4,6
8bcd63e2b3955a1557c735769543cf94,1,2
8bcd63e2b3955a1557c735769543cf94,2,1
8bcd63e2b3955a1557c735769543cf94,3,1
8bcd63e2b3955a1557c735769543cf94,4,1
8bcd63e2b3955a1557c735769543cf94,5,1
8bcd63e2b3955a1557c735769543cf94,6,1
8c6475eeb1692eefa810c7224c0b3113,1,2
8c6475eeb1692eefa810c7224c0b3113,2,2
8c6475eeb1692eefa810c7224c0b3113,3,2
8c6475eeb1692eefa810c7224c0b3113,4,2
8c6475eeb1692eefa810c7224c0b3113,5,1
8c6475eeb1692eefa810c7224c0b3113,6,1
8c844192b72481db35c18e947f4563ad,1,1
8c844192b72481db35c18e947f4563ad,2,1
8c8aa38b0b1549b1d77859a9c7f038d8,1,1
8c8aa38b0b1549b1d77859a9c7f038d8,2,2
8ca9837c767ac403af2ed1e9919edada,1,1
8ca9837c767ac403af2ed1e9919edada,2,1
8cb1b87bb8633d24fef439d45e5c22cf,1,2
8cb1b87bb8633d24fef439d45e5c22cf,2,1
8cb1b87bb8633d24fef439d45e5c22cf,3,1
8d3067d5709086ffcaa59eb3dacc2a61,1,17
8d3067d5709086ffcaa59eb3dacc2a61,2,17
8d466d6d4343bd2ba1aeba6947ddc94f,1,5
8d466d6d4343bd2ba1aeba6947ddc94f,2,6
8d466d6d4343bd2ba1aeba6947ddc94f,3,3
8d466d6d4343bd2ba1aeba6947ddc94f,4,5
8d466d6d4343bd2ba1aeba6947ddc94f,5,4
8d466d6d4343bd2ba1aeba6947ddc94f,6,1
8de87160f2c8eb342b04360d0e510adc,1,1
8dea351b2dac981af51b76eec9a1cb92,1,2
8dea351b2dac981af51b76eec9a1cb92,2,1
8dea351b2dac981af51b76eec9a1cb92,3,10
8dea351b2dac981af51b76eec9a1cb92,4,9
8e19e4d0eff3f41de3b126b65be32cd6,1,3
8e19e4d0eff3f41de3b126b65be32cd6,2,3
8e3f0c9bf5fdaf09287c5d4c3b349c7d,1,2
8e3f0c9bf5fdaf09287c5d4c3b349c7d,2,2
8e47b5a07d022973c7da6d736acc5c71,1,6
8e47b5a07d022973c7da6d736acc5c71,2,6
8e47b5a07d022973c7da6d736acc5c71,3,6
8e47b5a07d022973c7da6d736acc5c71,4,7
8e48a57f0095b39ee6c20650fcd435d1,1,3
8e48a57f0095b39ee6c20650fcd435d1,2,3
8e6566328d1fa77d517d850ac0886372,1,1
8e6566328d1fa77d517d850ac0886372,2,1
8e8298af34b8d57249cd10e13a2d5622,1,2
8ec882a9e1bc74fc92a49ea816bc3904,1,2
8ee7bcbfd3433b2aa7e44cf3a3503495,1,4
8ee7bcbfd3433b2aa7e44cf3a3503495,2,4
8ee7bcbfd3433b2aa7e44cf3a3503495,3,4
8eef99dff9040d51c564545ab34a58b8,1,3
8ef64418144022b01c4d62e0f8538ba1,1,2
8ef64418144022b01c4d62e0f8538ba1,2,1
8ef6f0b32e7a4d1fdf6cc007b27fd793,1,3
8ef6f0b32e7a4d1fdf6cc007b27fd793,2,4
8ef6f0b32e7a4d1fdf6cc007b27fd793,3,3
8ef6f0b32e7a4d1fdf6cc007b27fd793,4,3
8ef6f0b32e7a4d1fdf6cc007b27fd793,5,3
8f0ba0b035f6428a9cd72f584e2804eb,1,2
8f0ba0b035f6428a9cd72f584e2804eb,2,3
8f2b162d6b63e49b3a1b34a15dc1cc42,1,9
8f2b162d6b63e49b3a1b34a15dc1cc42,2,1
8f2b162d6b63e49b3a1b34a15dc1cc42,3,1
8f3cf7c630a5137b486f3c08ff66fd8b,1,1
8f3cf7c630a5137b486f3c08ff66fd8b,2,1
8f62a36554fb7cfe29577198a5c2c3ac,1,3
8f62a36554fb7cfe29577198a5c2c3ac,2,1
8f62a36554fb7cfe29577198a5c2c3ac,3,1
8f62a36554fb7cfe29577198a5c2c3ac,4,1
8f66a0fb1fc6475535c9ec87a590452e,1,6
8f66a0fb1fc6475535c9ec87a590452e,2,7
8f71eb2db37aa92156414f47551921ef,1,3
8f71eb2db37aa92156414f47551921ef,2,5
8fb46b7ac3d36398861b129dfd0e14dc,1,4
8fbc65a640dfa2182fcb25b08f1a9257,1,2
8fbc65a640dfa2182fcb25b08f1a9257,2,2
8fbc65a640dfa2182fcb25b08f1a9257,3,2
8fbc65a640dfa2182fcb25b08f1a9257,4,2
8ff4876b8b057a720f48afc96c6e955f,1,14
8ff4876b8b057a720f48afc96c6e955f,2,4
8ff4876b8b057a720f48afc96c6e955f,3,3
8ff4876b8b057a720f48afc96c6e955f,4,7
8ff4876b8b057a720f48afc96c6e955f,5,4
8ff4876b8b057a720f48afc96c6e955f,6,4
9019df94ca14bfe3948d84263c68d59d,1,2
9019df94ca14bfe3948d84263c68d59d,2,1
9019df94ca14bfe3948d84263c68d59d,3,1
903992b8d9c36e310a4610016df3037f,1,1
903992b8d9c36e310a4610016df3037f,2,6
903992b8d9c36e310a4610016df3037f,3,7
90440c7ea121cb8fd0ca31f24cafb03d,1,1
90440c7ea121cb8fd0ca31f24cafb03d,2,1
90440c7ea121cb8fd0ca31f24cafb03d,3,1
90440c7ea121cb8fd0ca31f24cafb03d,4,1
908c080874f9adbef412a64982e31602,1,1
908c080874f9adbef412a64982e31602,2,1
90a69da52e08d8ffbd3162cf9d41d62e,1,1
913ba5036fd3f16a9a489d51fbb75b6a,1,2
913ba5036fd3f16a9a489d51fbb75b6a,2,3
913ba5036fd3f16a9a489d51fbb75b6a,3,2
91781aa691c077058d749af7914aaea0,1,2
91781aa691c077058d749af7914aaea0,2,1
917b0e66f5424455478358b3990ec7f6,1,8
917b0e66f5424455478358b3990ec7f6,2,5
917b0e66f5424455478358b3990ec7f6,3,6
917b0e66f5424455478358b3990ec7f6,4,5
917b0e66f5424455478358b3990ec7f6,5,4
917cce1a23e14500cdc5f34f9046c0f5,1,1
917cce1a23e14500cdc5f34f9046c0f5,2,1
917cce1a23e14500cdc5f34f9046c0f5,3,1
917cce1a23e14500cdc5f34f9046c0f5,4,1
917cce1a23e14500cdc5f34f9046c0f5,5,1
917cce1a23e14500cdc5f34f9046c0f5,6,1
917e32ef3ce36896c0c19db9bbd8e340,1,4
918179ef161a7a71c921170cf1311126,1,3
918179ef161a7a71c921170cf1311126,2,1
918179ef161a7a71c921170cf1311126,3,1
918179ef161a7a71c921170cf1311126,4,1
918179ef161a7a71c921170cf1311126,5,1
91924169dcfb76c91a9ed07a9a805bea,1,1
91924169dcfb76c91a9ed07a9a805bea,2,1
919f76858a840ea133d1ae1bc02fec98,1,2
91c80cd2fb8a2fa05cef23d5bd3a7305,1,1
91c80cd2fb8a2fa05cef23d5bd3a7305,2,1
921463dd77a608f1f7284a1afa80e784,1,1
921930895f127855bee017f90b1bfaed,1,5
921930895f127855bee017f90b1bfaed,2,5
9235b37b1ddf2a999c6f050a57115a6e,1,1
9235b37b1ddf2a999c6f050a57115a6e,2,1
925479778ee6b41cecafb78054bcbc8f,1,1
925479778ee6b41cecafb78054bcbc8f,2,1
925479778ee6b41cecafb78054bcbc8f,3,1
928f6edb30005470ba91be24cdeba194,1,1
928f6edb30005470ba91be24cdeba194,2,1
928f6edb30005470ba91be24cdeba194,3,1
928f6edb30005470ba91be24cdeba194,4,1
928f6edb30005470ba91be24cdeba194,5,1
929ec5eea5ed9b647533d0edf52dfd37,1,8
929ec5eea5ed9b647533d0edf52dfd37,2,8
92a6b7cb24a1d02d307852fbdf80f83d,1,1
92a6b7cb24a1d02d307852fbdf80f83d,2,1
92a6b7cb24a1d02d307852fbdf80f83d,3,1
92a6b7cb24a1d02d307852fbdf80f83d,4,1
92cb49b57300ae742c306d32987505ae,1,1
92cb49b57300ae742c306d32987505ae,2,1
92cb49b57300ae742c306d32987505ae,3,1
92cb49b57300ae742c306d32987505ae,4,2
92cb49b57300ae742c306d32987505ae,5,1
92cca19f12815148130e16b606347a94,1,1
92f2a1138d3fe0cfc7c81790dd84ba0a,1,6
932748f0b33a90078556251f6acfeda9,1,1
932748f0b33a90078556251f6acfeda9,2,1
932748f0b33a90078556251f6acfeda9,3,1
93436ea7c89ce9d58bf87f89c6f2fff7,1,1
93436ea7c89ce9d58bf87f89c6f2fff7,2,1
9350c414974329a6b70e9195a11fbb8a,1,8
9350c414974329a6b70e9195a11fbb8a,2,9
9350c414974329a6b70e9195a11fbb8a,3,4
93596cc64a5e6e7490d9163b2a15dabe,1,2
93596cc64a5e6e7490d9163b2a15dabe,2,3
9363273bd244f745c30bdeb540e96613,1,2
9363273bd244f745c30bdeb540e96613,2,2
9378b25e9505772d1b4e56204c2bccf6,1,1
9378b25e9505772d1b4e56204c2bccf6,2,1
93848911230f41347d99b0d59845b09e,1,2
93848911230f41347d99b0d59845b09e,2,2
93848911230f41347d99b0d59845b09e,3,2
93848911230f41347d99b0d59845b09e,4,2
9394848982c1103bff89dc6556c81987,1,1
9394848982c1103bff89dc6556c81987,2,1
9394848982c1103bff89dc6556c81987,3,1
9394848982c1103bff89dc6556c81987,4,11
93c44a25476d2e5316e4981ffd08bd84,1,4
93c44a25476d2e5316e4981ffd08bd84,2,6
93c44a25476d2e5316e4981ffd08bd84,3,3
93c44a25476d2e5316e4981ffd08bd84,4,3
93ca5f5c8f7b53dd28c43e3ae4d4cb36,1,1
93ca5f5c8f7b53dd28c43e3ae4d4cb36,2,1
93ca5f5c8f7b53dd28c43e3ae4d4cb36,3,2
9401b4324cb3137e83254c562d57f00e,1,3
9401b4324cb3137e83254c562d57f00e,2,3
9405a8a79d465b29094de7c73f6e10c4,1,2
941551cd72218ff4d19c8b789266c44f,1,1
941551cd72218ff4d19c8b789266c44f,2,4
941551cd72218ff4d19c8b789266c44f,3,4
94227437b5962b1cd0448e734c1b26a8,1,4
94227437b5962b1cd0448e734c1b26a8,2,4
944a9abcfde365b1429f5bf2f442c01f,1,1
944a9abcfde365b1429f5bf2f442c01f,2,1
9455ec06dbd47372b254538ecab3920a,1,1
9455ec06dbd47372b254538ecab3920a,2,1
9473015073b99538c442347664511dae,1,1
9473015073b99538c442347664511dae,2,1
947ab9e45b32c4e39d3fade099c0de9f,1,1
947ab9e45b32c4e39d3fade099c0de9f,2,1
947ab9e45b32c4e39d3fade099c0de9f,3,1
947ab9e45b32c4e39d3fade099c0de9f,4,1
947ab9e45b32c4e39d3fade099c0de9f,5,1
947ab9e45b32c4e39d3fade099c0de9f,6,1
94cf0d969bc0264930b921156bcacc48,1,4
94cf0d969bc0264930b921156bcacc48,2,1
94cf0d969bc0264930b921156bcacc48,3,1
94e3e862f96ebc9097f077db5429bdeb,1,1
94e3e862f96ebc9097f077db5429bdeb,2,1
94e3e862f96ebc9097f077db5429bdeb,3,1
955c579500366fda1eb1e5c05ee9740b,1,1
955c579500366fda1eb1e5c05ee9740b,2,6
955c579500366fda1eb1e5c05ee9740b,3,7
955c579500366fda1eb1e5c05ee9740b,4,8
955c579500366fda1eb1e5c05ee9740b,5,8
955c579500366fda1eb1e5c05ee9740b,6,7
95a308faa88273f2131513e3afafe41c,1,4
95a308faa88273f2131513e3afafe41c,2,1
95a308faa88273f2131513e3afafe41c,3,6
95c9b49c4dc1f4bffbfcf323b5d37f58,1,1
95c9b49c4dc1f4bffbfcf323b5d37f58,2,1
9610f5aaa2e01f4d80cbf4c3570ae4d4,1,1
9610f5aaa2e01f4d80cbf4c3570ae4d4,2,1
961b3c553835e2335989d4b4557d1cd4,1,1
961b3c553835e2335989d4b4557d1cd4,2,1
961b3c553835e2335989d4b4557d1cd4,3,1
96382439ff69d5b158e9f808a974dcc3,1,8
96382439ff69d5b158e9f808a974dcc3,2,7
96382439ff69d5b158e9f808a974dcc3,3,7
96382439ff69d5b158e9f808a974dcc3,4,2
96382439ff69d5b158e9f808a974dcc3,5,3
96382439ff69d5b158e9f808a974dcc3,6,9
966d948b705084b9a06a057fb9acca3b,1,1
967795600ec9182ecda4f56ba0a1c4d5,1,1
967795600ec9182ecda4f56ba0a1c4d5,2,1
969de94ff7ef82af5990b24c0f58b923,1,2
969de94ff7ef82af5990b24c0f58b923,2,1
96b1d84d46ea83f20c7fbaa272a157a4,1,1
970384dacff917ccf396ba551e5a0e7c,1,1
970384dacff917ccf396ba551e5a0e7c,2,4
970384dacff917ccf396ba551e5a0e7c,3,4
970384dacff917ccf396ba551e5a0e7c,4,4
97ca296161b0b82ae070d01edb527ed9,1,1
97ca296161b0b82ae070d01edb527ed9,2,1
97ca296161b0b82ae070d01edb527ed9,3,1
97ca296161b0b82ae070d01edb527ed9,4,1
97e66507d8de8bea2e094342af2533c7,1,1
97e66507d8de8bea2e094342af2533c7,2,7
97e66507d8de8bea2e094342af2533c7,3,5
97e66507d8de8bea2e094342af2533c7,4,1
97e66507d8de8bea2e094342af2533c7,5,1
97e66507d8de8bea2e094342af2533c7,6,5
985f6271a871afbb6c9e6f216b9ca762,1,1
985f6271a871afbb6c9e6f216b9ca762,2,1
989903725a78b1883d892294fb526ee3,1,1
989903725a78b1883d892294fb526ee3,2,1
989903725a78b1883d892294fb526ee3,3,1
989903725a78b1883d892294fb526ee3,4,1
989903725a78b1883d892294fb526ee3,5,1
98a56c6c91321f6c999f28270c116aa2,1,9
98a56c6c91321f6c999f28270c116aa2,2,1
98a56c6c91321f6c999f28270c116aa2,3,1
98a56c6c91321f6c999f28270c116aa2,4,1
98a56c6c91321f6c999f28270c116aa2,5,1
98a56c6c91321f6c999f28270c116aa2,6,1
98b1bc3cadd75e1dd49cb52db7add6d5,1,7
98b1bc3cadd75e1dd49cb52db7add6d5,2,8
98dd5ca96a1bd122acbd86c55645dd8b,1,8
98dd5ca96a1bd122acbd86c55645dd8b,2,7
98e1063ff7bd24f925fa398dde469ee3,1,1
98e1063ff7bd24f925fa398dde469ee3,2,1
98f2607555c90d85b984964586bf4d6d,1,5
98f2607555c90d85b984964586bf4d6d,2,3
9946f0c5a303cb05ba6bdec1f7337ff0,1,1
9946f0c5a303cb05ba6bdec1f7337ff0,2,1
996aab5112581fd151621bdbca309b13,1,6
99cb474bae7a8b6aa37552025986d2b9,1,1
99cb474bae7a8b6aa37552025986d2b9,2,4
99cb474bae7a8b6aa37552025986d2b9,3,5
9a0a427578d572ba51ba63d17a59839f,1,1
9a0a427578d572ba51ba63d17a59839f,2,3
